dokumen_asal,input_whisper_segment,target_summary_manual
Paripurna_Ke_19_Persidangan_V_2023_2024,"pada tanggal 20 mei tahun 2024, dilakukan drapat panja pembahasan 27 ruu tentang coveten kota antara komisi 2 dprri, komitas 1 dpdri, dan pemerintah dengan mengundang para-kepara daerah di 27 coveten kota dengan agenda untuk mendapatkan masukan terhadap pembahasan ruu 27 coveten kota tersebut. 3. pada tanggal 21 mei tahun 2024, hukul 10, dilakukan drapat panja pembahasan 27 ruu tentang coveten kota antara komisi 2 dprri, komitas 1 dpdri, dan esok 1 kementerian terkait untuk membahas pasal-pasal yang persipat substantif dan dilanjutkan sampai pada hari malamnya dengan rapat tim mus dan tim synchronisasi gunam rumuskan dan men synchronkan pasal-pasal pada 27 ruu tentang coveten kota tersebut. 4. selanjutnya, pengambilan keputusan dilakukan pada rapat kerja dalam rangka pembicara antingkat satu antara komisi 2 dprri, komisi 1 dpdri dengan menteri dalam negeri, menteri hukum dan ham, menteri kuangan, dan menteri bapenas pada hari rabu tanggal 22 mei tahun 2024 dengan agenda, pengantar ketua rapat laporan panja mendapat akhir minipraksi, pendapat akhir komisi 1 dpdri dan pemerintah. pengambilan keputusan, penanda tanggalan atau pengesahan draf 27 rancangan undang-undang tentang coveten kota. 5. pada acara rapat kerja tingkat satu pengambilan keputusan dengan agenda, pembacaan pandangan akhir minipraksi, pandangan akhir komisi 1 dpdri, serta pandangan akhir pemerintah secara bulat dan sepakan menyetujui untuk dilanjutkan pada pencarian tingkat 2, pengambilan keputusan pada rapat paripurna dprri. pimpinan dan peserta rapat yang kami hormati sebelum mengakhiri laporan ini, pelukan kami sampaikan bahwa dengan di setujuinya 27 rancangan undang-undang tentang coveten kota di aceh, di provinsi sumatra utara, dan di provinsi kepuluan bank kabilung, kami berharap bahwa setiap coveten akan memiliki undang-undang pembentukannya secara sendiri-sendiri. hal ini sejalan dengan amanat undang-undang pasar 18 ayat 1 undang-undang dasar 1945. dengan pembentukan 27 rancangan undang-undang coveten kuala tadi aceh, di provinsi sumatra dan provinsi kepuluan bank kabilung ini dapat memperbaiki dan memperbarui regulasi terkait pembentukan daerah, sehingga dapat menghindari konflik hukum dan amisrasi yang mungkin timbul akibat dasar hukum yang tidak lagi relevan dengan kondisi saat ini.","Rapat Panja membahas 27 RUU tentang Kabupaten/Kota. Pembahasan dilakukan antara Komisi II DPR RI, Komite I DPD RI, dan pemerintah. Keputusan diambil pada rapat kerja dengan Menteri Dalam Negeri, Menteri Hukum dan Ham, Menteri Keuangan, dan Menteri Bappenas. 27 Rancangan undang-undang tentang Kabupaten/Kota disetujui untuk dilanjutkan pada pencarian tingkat 2."
Paripurna_Ke_19_Persidangan_V_2023_2024,"dan diarapkan kepada kita semua, mampu menjawab perkembangan permasalahan dan kebutuhan hukum pemerintah daerah dan masyarakatnya dalam rangka menjalankan roda pemerintahan mendorong percepatan kemajuan daerah dan meningkatkan kesejahteraan rakyat yang kami romanti pimpinan rapat dan para menteri yang membawakili pemerintah san ini serta para anggota yang kami banggakan. pada kesepan ini, perkenalanan kami menyampaikan ucapan, penghargan dan terima kasih kepada pimpinan komite 1 dpdri, salara menteri dalam meneruwi negeri, menteri keuangan, menteri perincangan pembangunan nasional dan menteri hukum dan haazazzi munisia atau yang membawakili, yang secara bersama-sama dengan komisi 2 telah melakukan pembahasan ru ini dengan rasa kebersamaan dan dalam suasana yang demokratis. ucapan terima kasih juga kami sampaikan kepada semua pihak yang telah membantu kelancaran dalam pembahasan rancangan undang-undang ini. demikianlah laporan komisi 2 dpdri ini kami sampaikan berupa rancangan undang-undang tentang kompeten kota di aceh di provinsi sumatera utara dan di provinsi kepulan banka belitung. apabila ada hal kekurangan dan kesalahan baik dalam proses pembahasan maupun dalam penyampaian laporan ini dengan segala kerendahan nanti, kami menyampaikan permohonan maaf. selanjutnya, perkenalanan kami menyerahkan 27 rancangan undang-undang tentang kompeten kota di aceh di provinsi sumatera utara dan di provinsi kepulan banka belitung untuk dapat di setuju bersama-sama untuk menjadi undang-undang. terima kasih. bila tawih ual hidayah, wassalamu alaikum warahmatullahi wabarakatuh. bimpinan komisi 2 dpdri, wajil ketua, sam surizal, ditandatangan ini. terima kasih. terima kasih. terima kasih kepada pimpinan komisi 2 dpdri yang telah menyampaikan laporan hasil pembahasan eru utar tersebut. selanjutnya kami menanyakan kepada setiap fraksi apakah 27 rancangan undang-undang tentang kabupaten kota yang tadi sudah disampaikan oleh pimpinan komisi dpdri tersebut dapat di setuju untuk disahkan menjadi undang-undang. selujuh. terima kasih. kami selanjutnya, kami menanyakan sekali lagi kepada seluruh anggota dewan apakah 27 rancangan undang-undang tentang kabupaten kota sebagai bagaimana yang terlalu saya dan pimpinan komisi 2 sampaikan tadi dapat di setuju untuk disahkan menjadi undang-undang. setuju ya. terima kasih. kami bersilakan kepada yang terhormat, saudara menteri perencanaan pembahangan nasional kepala bapenas untuk menyampaikan pendapat akhir mau ekipresiden kami bersilakan. selamat selamat selamat selamat selamat sejatrah bagi kita semua. om swastiastu, namo buddhaya, salam kebajikan.",Rapat Paripurna menyetujui 27 rancangan undang-undang tentang kabupaten kota. Anggota DPR menyampaikan ucapan terima kasih kepada pimpinan Komite 1 DPDRI dan para menteri. Rancangan undang-undang disetujui untuk disahkan menjadi undang-undang.
Paripurna_Ke_19_Persidangan_V_2023_2024,"yang kami meniakan ibu ketua dewan perbalkan raya republik indonesia seluruh pimpinan dan anggota dewan perbalkan republik indonesia, pimpinan dpd republik indonesia, para menteri atau yang memawakilinya, kementerian keuangan, kementerian hukum dan ham dan kementerian dalam negeri dan hadirin yang saya hormati. dalam kesempatan yang berbahagia ini, mari lah sekali lagi kita naikkan rasa suku kita kehadirat allah swt tuhan yang haku asha karena atas perkenaan dan perlindungannya, kita dapat mengikuti agenda pada hari ini dalam rangka pembincaraan tingkat 2, pengamilan keputusan, atas 27, rancangan undang-undang kabupaten kota menjadi undang-undang sesuai surat dewan perwakilan raya republik indonesia, nomor b, garing 5954, garing lg 02, 03, garing 6, garing 2024, tanggal 3 juni 2024, hal undangan rapat paripurnan dpr ri, tanggal 4 juni 2024, bahwa hari ini, rapat paripurnan dpr ri, salah satu agenda nya adalah pembicaraan tingkat 2, pengamilan keputusan atas 27, rancangan undang-undang kabupaten kota yang meliputi, satu, rancangan undang-undang tentang kota bandar aceh di aceh, dua, rancangan undang-undang tentang kabupaten aceh besar di aceh, tiga, rancangan undang-undang tentang kabupaten pidi di aceh, empat, rancangan undang-undang tentang kabupaten aceh tengah di aceh, lima, rancangan undang-undang tentang kabupaten aceh timur di aceh, enam, rancangan undang-undang tentang kabupaten aceh utara di aceh, rancangan undang-undang tentang kabupaten aceh, barat di aceh, lapan. rancangan undang-undang tentang kabupaten aceh, selatan di aceh, semilan. rancangan undang-undang tentang kota binyay di provinsi sumatra utara, r. 10. rancangan undang-undang tentang kabupaten langkat di provinsi sumatra utara, 11. rancangan undang-undang tentang kabupaten karu di provinsi sumatra utara, r. 12. rancangan undang-undang tentang kota medan di provinsi sumatra utara, r. 13. rancangan undang-undang tentang kota tebing tinggi di provinsi sumatra utara, r. 14.","Rapat Paripurna membahas 27 rancangan undang-undang Kabupaten Kota. Rancangan undang-undang tersebut meliputi beberapa daerah di Aceh dan Sumatra Utara. Pembahasan tingkat 2 ini dilaksanakan sesuai dengan surat Dewan Perwakilan Rakyat Republik Indonesia nomor B-5954. Rapat Paripurna ini dihadiri oleh pimpinan dan anggota Dewan, serta para menteri. Pembahasan rancangan undang-undang ini bertujuan untuk mengesahkan menjadi undang-undang."
Paripurna_Ke_19_Persidangan_V_2023_2024,"rancangan undang-undang tentang kabupaten delhi-ser panelists di provinsi sumatra utara, 15 nationsan pra swatch 16 nasenas setengah di provinsi sumatra utara, 20 rancangan undang tentang kabupaten tapan unis selatan di provinsi sumatra utara, 21 rancangan undang tentang kota pementangs sijantar di provinsi sumatra utara, 22 rancangan undangundang tentang kabupaten sibalga di provinsi sumatra utara, 24, rancangan undang-undang tentang kabupaten nias di provinsi sumatra utara, 25, rancangan undang-undang tentang kota pangkal pinang di provinsi kepuluhan banka belitung, 26, rancangan undang-undang tentang kabupaten banka di provinsi kepuluhan banka belitung, dan yang ke-27, rancangan undang-undang tentang kabupaten belitung di provinsi kepuluhan banka belitung. pimpinan dan seluruh anggota dprri serta hadirin yang kami muliakan. sesuai dengan mekanisme yang diatur dalam undang-undang nomor 12 tahun 2011 tentang pembentukan peraturan penduang undang, sebagainya bagaimana telah beberapa kali diubah terakhir dengan undang-undang nomor 13 tahun 2022 tentang perubahan kedua atas undang-undang nomor 12 tahun 2011 tentang pembentukan peraturan perundang-undangan yang diundangkan pada tanggal 11 mart 2022 dan berbagai peraturan pelaksanaannya serta berdasarkan surat ketua dprri nomor b garing 10430 garing lg tt 01 tt 01 garing 08 garing 2023. tanggal 29 agusus 2023, hal penyampaian rencangan undang-undang usul dprri kepada bapak presiden, maka bapak presiden telah mengeluarkan surat nomor r garis datar 59, garing press, garing 11, garing 2023, tanggal 8 november 2023, perihal penunjukan wakil pemerintah untuk membahas 27 rencangan undang-undang usul dprri. dalam surat presiden, dimaksud bapak presiden mendugaskan menteri dalam negeri, menteri perencanaan pembangunan nasional kepala bapenas, menteri keuangan dan menteri hukum dan ham untuk membahas 27 rencangan undang-undang kebupatan kuota usul dprri tersebut. selanjutnya, pada kesempatan yang baik ini, izinkanlah kami atas nama pemerintah menyampaikan apresiasi dan penghargaan kepada yang mulia pimpinan dprri, pimpinan dan anggota fraksi serta pimpinan dprri yang telah bekerja dengan sangat efektif dan penuh dedikasi sehingga dapat menyelesaikan 27 rencangan undang-undang kebupatan kuota di aceh, provinsi sumatera utara, dan provinsi kepuluhan banka beritung yang sebelumnya diatur masing-masing dengan undang-undang darurat no. 7 tahun 56 tentang pembentukan dara utonom kebupatan dalam lingkungan dara provinsi sumatera utara yang diundangkan pada tanggal 24 november 1956. undang-undang darurat no.","Pemerintah menyampaikan apresiasi kepada DPR RI atas penyampaian 27 Rancangan Undang-Undang tentang Kabupaten/Kota. Presiden menunjuk Menteri Dalam Negeri, Menteri Perencanaan Pembangunan Nasional, Menteri Keuangan, dan Menteri Hukum dan Ham untuk membahas Rancangan Undang-Undang tersebut."
Paripurna_Ke_19_Persidangan_V_2023_2024,"8 tahun 56 tentang pembentukan dara utonom kuota-kuota besar dalam lingkungan dara provinsi sumatera utara yang diundangkan pada tanggal 24 november 1956. undang-undang darurat no. 9 tahun 56 tentang pembentukan dara utonom kuota-kuota kecil dalam lingkungan dara provinsi sumatera utara yang diundangkan pada tanggal 24 november 1956. undang-undang no. 28 tahun 1959 tentang penetapan undang-undang darurat no. 4 tahun 56, lembaran negara tahun 56, undang-undang darurat no. 5 tahun 56, lembaran negara tahun 56 dan no. 56, undang-undang no. 6 tahun 1956 atau lembaran negara tahun 1956-57 tentang pembentukan dara tingkat ii termasuk kuota-perajah dalam lingkungan dara tingkat 1 sumatera selatan yang diundangkan pada tanggal 4 juli 1959. penyusunan no. 27, rancangan undang-undang kapu paten kuota tersebut, perupakan bentuk pembahruan dari sisi dasar hukum dan cakupan wilayah yang sudah tidak sesuai dengan kondisi saat ini. pencantuman karakteristik wilayah sebagai salah satu substansi di dalam 27 rancangan undang-undang ini menjadi indikator pengakuan negara terhadap karakteristik masing-masing daerah sekaligus sebagai peneganan bahwa indonesia adalah negara yang plural, multiculture, multietnis, multiras, dan bahkan multilanjkap, namun terintegrasi dalam negara kesatuan riput beli indonesia sesuai dengan semboyan bineka tunggalika. proses penyusunan no. 27, rancangan undang-undang ini berlangsung efektif dengan tetap mengikuti semua tahapan sesuai aturan termasuk menyerap aspirasi masyarakat. keterbukaan untuk mengakomodasi aspirasi masyarakat setiap provinsi, pengambilan perakar sa di prri yang dilengkapi dengan nasga akademik yang sistematis dan draf rancangan undang-undang yang berisi substansi yang tepat sesuai aspirasi dan aturan hukum yang berlaku merupakan prestasi tersendiri. kesiapan atas inisiatif dprri membuat pemerintah mudah untuk memahami filosofi, aspek formal, substansi guna menyusun daftar inventaris masalah. pembahasan juga berlangsung sangat lancar karena adanya kesamaan pendapat secara umum. baik diantara komisi 2 dprri, tim panitia kerja, tim perumus, dan tim sincronisasi serta pemerintah dan komitis 1 dpdri. memang terdapat dinamika dalam proses pembahasan sebagai ciri demokrasi yang membuka ruang perbedaan pendapat, namun semua hampir dapat diakhiri dengan capek an titik kesepakatan. proses lahirnya 27 rancangan undang-undang kabupaten kota ini mengadopsi substansi 20 undang-undang provinsi yang telah ditetapkan sebelumnya, yang telah menjadi model bagi penyelesaian produk undang-undang oleh dprri yang melibatkan pemerintah dprri dan dpdri.","Rapat Paripurna membahas Rancangan Undang-undang tentang Kabupaten/Kota. Proses penyusunan berlangsung efektif dengan mengikuti tahapan sesuai aturan dan menyerap aspirasi masyarakat. Rancangan Undang-undang ini mengadopsi substansi 20 undang-undang provinsi sebelumnya. Pembahasan berlangsung lancar dengan kesamaan pendapat antara Komisi 2 DPRRI, tim panitia kerja, dan pemerintah."
Paripurna_Ke_19_Persidangan_V_2023_2024,"dengan pengesahan 27 undang-undang kabupaten kota ini, selain menujukan kinerja dewan yang amat produktif, efektif, dan efisien, pemerintah juga menyambut baik karena undang-undang ini akan memberikan kepastian dan kekuatan bagi produk hukum turunannya seperti peraturan daerah dan peraturan kepala daerah. hal ini karena 27 undang-undang ini didasarkan pada landasan konstitusi yang sah saat ini, yaitu undang-undang dasar negara rpp indonesia tahun 1945 pasempendemen. pemimpinan dan seluruh anggota dewan progen raya indonesia serta hadirin yang saya amuliakan, akhirnya sekerai lagi, antara nama pemerintah kami ucapkan terima kasih dan penghargaan yang setih-tihinya kepada semua pihak yang telah membuat 27 rencangan undang-undang kabupaten kota yang dapat ditetapkan menjadi undang-undang. semoga allah s.w.t, tuhan yang mengkuasa, senantiasa memberikan kemudahan, bimbingan, petunjuk, dan pertolongannya kepada kita semua dalam mengabdikan diri pada masyarakat bangsa dan negara tercinta. sekian terima kasih. wa-rahmatullahi wabarakatuh. terima kasih. terima kasih. terima kasih. terima kasih. terima kasih. terima kasih. terima kasih. terima kasih. yang terhormat, menteri pendidikan, kemudahan riset, dan teknologi, yang terhormat jajaran kementerian dalam negrisis dan kementerian hukum dan hamri, yang terhormat para anggota dewan hadirin yang kami muliakan, marilah kita memasuki cara kenang rapat pari puna dewan hari ini, yaitu laporan komisi 10 dprri, terhadap pembahasan rencangan undang-undang tentang bahasa daerah dilanjutkan dengan pengambilan keputusan. berkenaan dengan hal tersebut kami persilahkan kepada pimpinan komisi 10 dprri yang terhormat sodara dr. haji abdul vikrivaki untuk menyampaikan laporannya kami persilahkan. assalamualaikum warahmatullahi wabarakatuh. selamat pagi, salam sejahtera bagi kita semuanya. laporan komisi 10 dprri terhadap pembahasan rencangan undang-undang tentang bahasa daerah. saya disampaikan dalam rapat pari puna dprri oleh abdul vikrivaki a444 dapil jatang sembilan fraksi pks selasa 4 juni 2024. yang terhormat pimpinan dan anggota dprri, kementerian penerhidikan kepudayaan, dan jajarannya, pak menteri, terima kasih hadirin sekalian yang berbahagia. sekalian puji dan sukur kita sampaikan kepada allah swt karena atas rahmat dan karunianya kita senantiasa diberi kekuatan dalam mengembang tugas legislasi sebagai anggota dprri. selanjutnya, zinkan kami menyampaikan laporan hasil pembahasan rencangan undang-undang tentang bahasa daerah, ru tentang bahasa daerah. seperti bagaimana penugasan pimpinan komis 10 dprri melalui surat nomor t632 pw1,01,08,2023, tertanggal 28 agusus 2023.",Rapat Paripurna DPR RI menyetujui 27 undang-undang Kabupaten/Kota. Pemerintah menyambut baik karena undang-undang ini memberikan kepastian dan kekuatan bagi produk hukum turunannya. Anggota Dewan menyampaikan laporan hasil pembahasan rencangan undang-undang tentang bahasa daerah.
Paripurna_Ke_19_Persidangan_V_2023_2024,"peluk kami sampaikan dalam sedang yang terhormat ini bahwa ru tentang bahasa daerah merupakan eru usul dprri, di mana komis 10 dprri tidak ikut terlibat proses menyusunan sampai pada penetapannya sebagai eru usul initiatif dprri. seperti bagaimana ketentuan bahasa 66, urub g, peraturan dprri nomor 1, tahun 2020 tentang tatat tertip. pimpinan dan anggota dprri serta hadirin sekalian yang kami hormati dengan latar belakang tersebut, komis 10 dprri memadang perlu untuk mengundang dpdri selaku pengusul ru tentang bahasa daerah guna mendapatkan penjelasan tentang urgenci, subsansi, dan arah pengaturan bahasa daerah dalam perancangan undang-undang tersebut. kemudian, komis 10 dprri pada masa persidangan 2, tahun sidang 2023-2024 sudah mengundang dpdri selaku pengusul ru tentang bahasa daerah. setelah rapat dengan dpdri, komis 10 dprri mengkaci kembali nasik akademik dan ru tentang bahasa daerah. komis 10 dprri memahami bahwa ru tentang bahasa daerah dimaksudkan sebagai penghormatan dan pembeliharaan terhadap keberadaan bahasa daerah yang perlu direstarikan sebagai bagian dari kekayaan budaya nasional sesuai dengan amanat pasal 32 ayat 2 undang-undang dasar negara belik indonesia tahun 1945. namun pasal 32 undang-undang dasar negara belik indonesia tahun 1945 tersebut tidak mengamanatkan secara eksplisit delegasi pengaturan bahasa daerah untuk diatur dalam suatu undang-undang. komis 10 dprri dan pemerintah kemudik putristek dalam hari ini terus melakukan komunikasi mengenai proses tindak lanjut pembicaraan tingkat satu, ru tentang bahasa daerah. dalam proses komunikasi tersebut, pemerintah cukup lama memberikan tanggapan sampai pada akhirnya dalam komunikasi informal. pemerintah menyatakan dengan ru tentang bahwa ru tentang bahasa daerah masih merlukan kacian lebih mendalam apabila ingin dilanjutkan. di sisi lain pemerintah juga menyandari bahwa saat ini sudah terdapat beberapa ketentuan peraturan perundang-undangan yang mengatur secara eksplisit mengenai bahasa daerah melalui undang-undang, peraturan pemerintah, dan peraturan daerah baik di tingkat provinsi maupun keopaten kota. kesadaran tersebut juga difahami oleh komis 10 dprri dan juga didukung oleh kacian dari badan kahlian dewan yang berjudul ru bahasa daerah pengaturan, evaluasi, dan implementasi pengelolaan bahasa daerah di indonesia.",Komisi 10 DPR RI memandang perlu mengundang DPD RI untuk membahas RUU tentang bahasa daerah. Komisi 10 memahami bahwa RUU tersebut dimaksudkan untuk melestarikan bahasa daerah sebagai kekayaan budaya nasional. Pemerintah menyatakan bahwa RUU tersebut masih memerlukan kajian lebih mendalam.
Paripurna_Ke_19_Persidangan_V_2023_2024,"pimpinan dan angkota dprri serta diri sekalian yang saya hormati dari hasil komunikasi dan berbagai kacian dapat dikemukakan bahwa pengaturan pokok mengenai bahasa daerah sudah diatur dalam undang-undang nomor 24 tahun 2009 tentang benderah bahasa dan negara, serta lagu kebangsaan. dan undang-undang nomor 5 tahun 2017 tentang pemajuan kebudayaan. selain itu, keberadaan peraturan daerah terkait bahasa daerah merupakan wujud pelaksanaan tanggung jawab pemerintah daerah atas pengembangan, pembinaan, dan perindukan bahasa daerah. berdasarkan urayan tersebut, secara karis besar pengaturan bahasa daerah sudah diatur dalam undang-undang. atas kacian di atas, karena satu, pembahasan ru tentang bahasa daerah perlu melibatkan banyak pemangku kepentingan, sehingga dibutuhkan waktu yang cukup dan tidak tergesa-kesa. yang kedua, regulasi tentang bahasa daerah masih di rasa cukup pemadai, maka pemerintah dan dprri sepakat untuk mengbalikan ru tentang bahasa daerah kepada pembinaan dprri dan selanjutnya kami serahkan kepada rapat paripurna kali ini. demikian, laporan komisi 10 dprri mengenai pembahasan ru tentang bahasa daerah ini disampaikan sepenuhnya kami serahkan kepada forum rapat paripurna hari ini untuk mendapatkan pertujuan penarikan ru tentang bahasa daerah. bila-bila di dayawat taufik, wassalamu alaikum warahmatullahi wabarakatuh. pembinaan komisi 10 dprri abdulfikri faki. terima kasih kepada pembinaan komisi 10 dprri yang telah menyampaikan laporannya. selanjutnya kami menanyakan kepada peserta sidang yang terhormat, apakah laporan komisi 10 dprri terhadap kesepakatan untuk tidak melanjutkan pembahasan dalam tahap pembicaraan tikat 1 atas rancangan undang-undang tentang bahasa daerah dapat di setuju. sejujur. terima kasih. yang terhormat para anggota dewan, hadirannya kami muliakan sebelum memasuki acara terakhir rapat paripurna hari ini kepada menteri pendidikan kebudayaan riset dan teknologi, jajaran kementerian dalam negeri serta kementerian hukum dan ham kami persilakan untuk menegalkan ruang sidang dan kepada calon diputih gubernur senior bank indonesia, kami persilakan untuk memasuki ruang sidang kepada para anggota dewan agar tetap di tempatnya masing-masing untuk mengikuti acara selanjutnya. dengan ini rapat kami skors. terima kasih. terima kasih. yang terhormat para anggota dewan, hadirannya kami muliakan dengan ini skors rapat kami skors rapat paripurna dewan, kita lanjutkan kembali.",Rapat Paripurna DPR RI sepakat untuk tidak melanjutkan pembahasan RUU tentang bahasa daerah. Pengaturan bahasa daerah sudah diatur dalam Undang-Undang Nomor 24 Tahun 2009 dan Undang-Undang Nomor 5 Tahun 2017. Regulasi tentang bahasa daerah dirasa cukup memadai.
Paripurna_Ke_19_Persidangan_V_2023_2024,"yang terhormat calon diputih gubernur senior bank indonesia yang terhormat para anggota dewan hadirannya kami muliakan, mari lah kita memasuki acara terakhir rapat paripurna dewan hari ini, yaitu laporan komisi 11 dprri terhadap hasil uji kelayakan fit and property calon diputih gubernur senior bank indonesia dilanjutkan dengan pengambilan keputusan. untuk itu kami persilakan kepada pimpinan komisi 11 dprri yang terhormat saudara dokter anders haji fattan map untuk menyampaikan laporan komisi 11 dprri terhadap hasil uji kelayakan fit and property calon diputih gubernur senior bank indonesia dilanjutkan dengan pengambilan keputusan kami persilakan. assalamu alaikum warahmatullahi wabarakatuh, selamat pagi, selamat setra bagi kita semua. laporan komisi 11 dprri hasil pembahasan uji kepatutan dan uji kelayakan calon diputih gubernur senior bank indonesia dalam rapat paripurna dprri tanggal 4 juni 2024. mengawih laporan komisi 11 dan rapat paripurna pada hari ini, izinkanlah terlebih dahulu kita mengajak. kita bersyukur kepada allah swt karena berkat rahmat dan hidayahnya, kita masih bisa melaksanakan tugas-tugas kediwanan dalam keadaan sehat wal-afiat. ketua-tua dan seluruh anggota diwan yang kami hormati. peldeserekkan ketentuan pasal 4 satu ayat 1 dalam pasal 9 undang-undang no. 4 tahun 2023 tentang pengembangan dan penguatan sektor keuangan, mengamanatkan gubernur, deputih gubernur senior dan deguputih gubernur diusulkan dan diangkat oleh persiden dengan persetujuan dpr. penuk kami sampaikan, adapun surat masuk terkait uji kepatutan dan kelayakan fitan proper tes ceron deputi gubernur sirel bang idunasia adalah sebagai berikut. satu, surat dari 10 januari kepada ketua dpr ri no. 17 press 05 2024, tanggal 7 mei, perihal ceron deputi gubernur sirel bang idunasia diusulkan kembali destri damayanti sebagai ceron deputi gubernur sirel bang idunasia untuk mendapat persetujuan dpr. sebelum ditetapkan mengangkatannya dengan keputusan persiden. dua, surat dari badan musawarah no. t 258, pw 015 2024, tanggal 27 mei 2024, hal penugasan untuk membahas ceron deputi gubernur sirel bang idunasia, rapat konsultasi, pengganti rapat bangus-metu cuy pembahasan, ceron deputi gubernur sirel bang idunasia diserahkan kepada komisi 11, dan apabila pembahasan terasa seagar diserahkan kepada peminan dpr ri. selanjutnya, komisi 11 telah melakukan keserangkian kegiatan untuk menyepakati dan memutuskan ceron deputi gubernur sirel bang idunasia, antara lain sebagai berikut.",Rapat Paripurna DPR RI membahas laporan Komisi 11 tentang hasil uji kelayakan Calon Deputi Gubernur Senior Bank Indonesia. Destry Damayanti diusulkan kembali sebagai Calon Deputi Gubernur Senior Bank Indonesia. Komisi 11 telah melakukan pembahasan dan keserangkian kegiatan untuk menyepakati dan memutuskan Calon Deputi Gubernur Senior Bank Indonesia.
Paripurna_Ke_19_Persidangan_V_2023_2024,"satu, rapat internal komisi 11 dpri tanggal 28 mei menyetujui uji kepautan dan uji kelayakan ceron deputi gubernur sirel bang idunasia tidak senangkan pada hari senin tanggal 3 juni 2024. dua, rdpu dalam rangka fitan proper test ceron deputi gubernur sirel bang idunasia tidak senangkan pada hari senin 3 juni 2024. tiga, pada tanggal 3 juni 2024 telah selasainan fitan proper test, komisi 11 mengadakan rapat internal dan menyempakati pengabilan kebusukan deraukan dengan cara musya warahmufakat dengan hasil ceron deputi gubernur sirel bang idunasia yang terpilih adalah destri temayanti. siedang dewan yang kami hormati, demikianlah laparan komisi 11 dpri terhadap fitan proper ceron deputi gubernur sirel bang idunasia, selanjutnya agar rapat peperonan dpri dapat menuju persujuannya dan peribuan. terima kasih. wassalamualaikum warahmatullahi wabarakatuh. peminat comisi 11 dpri, dr. adasahaj jihikhar mujakir. siazatangan. terima kasih. terima kasih kami ucapkan kepada pimpinan komisi 11 dpri yang telah menyampaikan laporannya. siedang dewan yang kami hormati, sekarang perkenalkan kami menahyakan kepada siedang dewan yang terhormat. apakah laporan komisi 11 dprri terhadap hasil uji kelayakan fitan proper test calon deputi gubernur senior bang indonesia tersebut dapat di setujui? setuju. terima kasih. selanjutnya kami perkenalkan calon deputi gubernur senior bang indonesia, saudari desri dan mayanti kami berselahkan untuk berdiri. dan maju ke depan. terima kasih. selanjutnya kepada calon deputi gubernur senior bang indonesia akan berfoto bersama dengan pimpinan dprri. terima kasih. terima kasih. terima kasih. pimpinan dewan mengucapkan selamat kepada calon deputi gubernur senior bang indonesia. semoga dapat menjalankan tugas dengan tanggung jawab dan amanah. selanjutnya kepada calon deputi gubernur senior bang indonesia kami perselahkan untuk meninggalkan ruang sidang dan kepada calon anggota dewan diminta agar tetap di tempatnya masing-masing untuk mengikuti acara selanjutnya dengan nirapat kami scores. yang terhormat para anggota dewan hadir yang kami muliakan dengan ini scores rapat kami cabut, rapat paripurna dewan, kita lanjutkan kembali. sidang dewan yang terhormat dengan demikian selesai rara rapat, paripurna dewan hari ini selaku pimpinan rapat kami menyampaikan saya mencabar terima kasih kepada yang terhormat para anggota dewan dan hadiran sekalian atas tetekunan dan kesabarannya dalam mengikuti rapat paripurna dewan hari ini. pak sahrul, silakan.","Rapat Paripurna DPR RI menyetujui Calon Deputi Gubernur Senior Bank Indonesia, Destri Temayanti, setelah uji kelayakan pada 3 Juni 2024. Komisi 11 menyetujui pengambilan keputusan tersebut. Pimpinan DPR RI mengucapkan selamat kepada calon deputi gubernur."
