dokumen_asal;input_whisper_segment;target_summary_manual
Paripurna_Ke_15_Persidangan_II_2024_2025;staf sekretariat komisi satu dpr perancang undangundang dan analis legislasi dari badan sekalian dpr para tenaga ahli komisi satu dpr perisalah dan yang terakhir terima kasih kami sampaikan kepada lsm ormas para pakar akademisi jurnalis dan seluruh elemen masyarakat yang tidak sebut satu persatuan yang telah memberikan masukan substansial dalam pembahasan ru ini dan yang telah memberikan dukungan terhadap penyelesaian pembahasan ru tni yang terhormat ibu ketua pimpinan dan para anggota dewan serta hadirin yang berbahagia pada hari ini kamis 20 maraton 2025 dpr menyatakan dpr menyelenggarakan rapat paripurna dalam rangka pengesahan rancangan undangundang tentang perubahan atas undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia pengesahan undangundang ini diharapkan dapat memberikan manfaat besar bagi bangsa dan negara demikian orang hasil pembahasan komisi 1 dpr terhadap ruu tentang perubahan atas undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia yang kami sampaikan dalam rapat paripurna hari ini kami berharap dan mohon seluruh anggota untuk ikut membantu dalam pengambilan keputusan di tingkat 2 untuk menyetujui perubahan atas undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia menjadi undangundang kami menyampaikan terima kasih sekali lagi semoga niat baik kita diijabah oleh gusti allah dan kerja-kerja kita bagian dari ibadah kita ila hitah wal daya wassalamualaikum warahmatullahi wabarakatuh terima kasih salam kebangsaan kita merdeka sebelum kami disahkan doa dari saya muda-mudan bismillah puasa kita berkah dan nanti undangundang ini disetujui malam tim nasional kita menang terima kasih terima kasih terima kasih;Rapat Paripurna DPR RI menyelenggarakan pengesahan Rancangan Undang-Undang tentang perubahan atas Undang-Undang nomor 34 tahun 2004 tentang Tentara Nasional Indonesia. Pengesahan ini diharapkan memberikan manfaat besar bagi bangsa dan negara. DPR RI berharap anggota membantu dalam pengambilan keputusan.
Paripurna_Ke_15_Persidangan_II_2024_2025;bapak ibu hadirin yang berbahagia sesuai dengan apa yang tadi sudah disampaikan oleh ketua komisi 1 saya kembali sampaikan bahwa berdasarkan hasil pembahasan substansi materi menyepakati dan menyetujui ru tni yang buat dengan fokus hanya pada 3 substansi utama yaitu yang pertama terkait dengan pasal 7 yaitu terkait dengan tugas pokok tni dalam operasi militer selain perang atau omsp pasal ini menambah cakupan tugas pokok tni yang semula 14 tugas pokok menjadi 600 yang terkait dengan semula 14 tugas pokok menjadi 16,000 penambahan 2 tugas pokok dalam omsp tersebut meliputi membantu dalam upaya menanggulangi ancaman pertahanan cyber dan membantu dalam melindungi dan menyelamatkan warga negara serta kepentingan nasional di luar negeri kemudian pasal kedua yang dibahas dengan pasal 47 terkait dengan penempatan prajurit tni pada kementerian dan lembaga sebagai mana diketahui bahwa prajurit aktif dapat menduduki jabatan di beberapa kementerian dan lembaga yang semula berjumlah 10 menjadi 14 berdasarkan permintaan pimpinan dan kementerian lembaga dan tetap tunduk pada ketentuan kementerian di kawasan kementerian dan lembaga tersebut di luar penempatan pada 14 kementerian lembaga yang telah disebutkan tni dapat menduduki jabatan sipil lainnya setelah mengundurkan diri atau pensiun dari dinas aktif keprajuritan pasal ketiga yang kemudian menjadi fokus pembahasan adalah mengenai penambahan masa dinas keprajuritan tadi disampaikan oleh ketua komisi satu ini adalah masalah keadilan pada pasal ini mengalami perubahan masa bakti prajurit masa dinas yang semula diatur sampai usia paling tinggi 58 tahun bagi perwira dan 53 tahun bagi bintara dan tamtama mengalami penambahan sesuai dengan jenjang kepangkatan karena nya kami bersama pemerintah menegaskan bahwa perubahan undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia tetap berlandaskan pada nilai dan prinsip demokrasi supremasi sipil hak azazi manusia serta memenuhi ketentuan hukum nasional dan hukum internasional yang telah disahkan sekarang tibalah saatnya kami meminta persetujuan fraksi-fraksi terhadap rancangan undangundang tentang perubahan atas undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia apakah dapat disetujui untuk disahkan menjadi undangundang terima kasih sidang dewan yang terhormat berikutnya kami menanyakan sekali lagi kepada seluruh anggota apakah rancangan undangundang tentang perubahan atas undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia dapat disetujui untuk disahkan menjadi undangundang terima kasih selanjutnya kami mempersilakan kepada yang terhormat menteri pertahanan republik indonesia untuk menyampaikan pendapat akhir mewakili presiden republik indonesia terima kasih bismillahirrahmanirrahiim assalamualaikum warahmatullahi wabarakatuh salam sejahtera untuk kita semua shalom om swastiastu namo buddhaya salam kebajikan yang sangat kita hormati ketua dewan perwakilan rakyat republik indonesia ibu doktor aja puan maharani bapak wakil ketua dpr profesor doktor sufmi dasco ahmad wakil ketua dpr doktor adies kadir wakil ketua dpr doktor san mustafa ketua komisi 1 dpr doktor anders utut adianto yang saya hormati seluruh anggota dewan perwakilan rakyat republik indonesia yang mulia yang pada hadir di tempat ini yang saya hormati menteri sekretaris negara wakil menteri kewenangan pan 5 tni kepala staf angkatan laut kepala staf angkatan udara wakil kepala staf angkatan darat dan seluruh anggota komisi 1 dpr serta hadirin sekalian yang berbahagia pendapat akhir pemerintah pada rapat paripurna dewan perwakilan rakyat republik indonesia atas persetujuan rancangan undangundang republik indonesia tentang perubahan atas undangundang 34 tahun 2004 tentang tentara nasional indonesia yang terhormat pimpinan dan seluruh anggota dewan perwakilan rakyat republik indonesia yang saya hormati alhamdulillah puji syukur kita panjatkan kehadiran allah kekuatan allah tuhan yang maha besar karena atas segala rahmat dan karenanya yang telah dilimpahkan kepada kita sekalian sehingga kita masih diberi kesempatan dan kekuatan untuk melanjutkan pengabdian kepada bangsa negara yang sangat kita cintai bersama pada kesempatan ini kita hadir dalam rapat partai purn dpr ri dengan agenda penyampaian pendapat akhir pemerintah atas rancangan undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia pembahasan rancangan undangundang republik indonesia tentang perubahan atas undangundang nomor 34 tentang tentara nasional indonesia antara pemerintah dan komisi 1 dpr ri berjalan dengan sangat maraton dan melalui pembahasan setiap perdebatan yang konstruktif namun penuh dengan keakraban dan persaudaraan hal ini dalam rangka menghasilkan substansi rancangan undangundang republik indonesia tentang perubahan atas undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia ke arah yang lebih baik komprehensif dan tepat guna pimpinan dan anggota dewan perwakilan raya republik indonesia yang terhormat pemerintah dan komisi 1 dpr ri telah membahas rancangan undangundang nomor 34 tentang tentara nasional indonesia ini di dalam perubahan di antaranya satu memperkuat kebijakan modernisasi alutsista industri pertahanan di dalam negeri untuk menopang kekuatan dan kemampuan tni sebagai pengawal kedaulatan negara kesatuan republik indonesia dua memperjelas batasan dan mekanisme pelibatan tni dalam tugas nonmiliter dengan terlebih dahulu harus meninggalkan tugas adies aktif atau pensiun tiga meningkatkan kesejahteraan prajurit serta jaminan sosial bagi keluarga prajurit k4, menyesuaikan terkait ke pimpinan jenjang karier dan usia pensiun sesuai dengan kebutuhan organisasi berdasarkan undangundang yang berlaku pimpinan dan anggota dewan perwakilan rakyat republik indonesia yang terhormat undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia telah menjadi dasar hukum dalam penyelenggaraan fungsi tugas dan kewenangan pni sebagai alat pertahanan negara tentara nasional indonesia merupakan alat negara yang bertugas mempertahankan melindungi dan memeli harap keutuhan dan kedaulatan negara kesatuan republik indonesia undangundang pni mengatur bahwa tni dibangun dan dikembangkan secara profesional tni adalah tentara rakyat tentara pejuang tentara nasional dan tentara profesional namun seiring dengan perkembangan dinamika lingkungan strategis seperti perubahan geopolitik dan perkembangan teknologi militer global mengharuskan tni untuk bertransformasi untuk mendukung geostrategi negara yang realistis guna menghadapi ancaman konvensional mau pun nonkonvensional sebagai negara yang berdaulat republik indonesia harus memiliki strategi pertahanan yang realistis untuk mampu bertahan menghadapi dinamika untuk menjaga dan memeli harap kelangsungan hidup negara kesatuan republik indonesia pada hari ini pemerintah dan dewan perwakilan rakyat republik indonesia diberi kesempatan untuk mengesahkan rancangan undangundang republik indonesia tentang perubahan atas undangundang no.;Rapat Paripurna DPR RI menyetujui RUU TNI dengan fokus pada tiga substansi utama. Pertama, penambahan cakupan tugas pokok TNI menjadi 16 tugas pokok. Kedua, penempatan prajurit TNI pada kementerian dan lembaga. Ketiga, penambahan masa dinas keprajuritan.
Paripurna_Ke_15_Persidangan_II_2024_2025;34 tentang tentara nasional indonesia pimpinan dan anggota dpr yang terhormat atas nama pemerintah kami mengucapkan terima kasih kepada pimpinan dan seluruh komisi satu dpr serta seluruh fraksi dpr dan para pimpinan dan seluruh anggota dpr atas segala perhatian dukungan maupun partisipasinya di dalam menyelesaikan proses pembahasan rancangan undangundang republik indonesia tentang undang no. 34 tentang tni kami sangat berterima kasih atas berbagai upaya yang dilakukan oleh dewan perwakilan rakyat di dalam memikirkan dan ikut mengelola bagaimana pembangunan kekuatan tentara nasional indonesia ini kita bentuk agar supaya kekuatan pertahanan negara republik indonesia bisa menjadi kekuatan pertahanan yang bermartabat baik di dalam negeri maupun di luar negeri kami juga kepada seluruh komponen bangsa yang ikut serta mengadakan evaluasi melalui panitia kerja dan juga melalui komisi satu dpr perumusan proses revisi anggaran revisi undangundang tni no.;Pemerintah mengucapkan terima kasih kepada pimpinan dan anggota DPR RI atas perhatian dan dukungan dalam pembahasan Rancangan Undang-Undang tentang Tentara Nasional Indonesia. Pemerintah berharap Undang-Undang Nomor 34 Tahun 2004 tentang Tentara Nasional Indonesia dapat disetujui.
Paripurna_Ke_15_Persidangan_II_2024_2025;34 kami juga berterima kasih kepada lsm yang ikut mengadakan koreksikoreksi terhadap rancangan undangundang tersebut walaupun saudarasaudara berada di luar dari proses ru ini tapi kita adalah bagian dari bangsa indonesia yang harus memelihara ketekunan sesama bangsa indonesia tni menjamin ketekunan dan persatuan nasional untuk kebaikan kita semua di dalam menghadapi ancaman yang menjadi bagian yang tidak terpisahkan daripada kita harus melakukan kegiatan-kegiatan tidak diperlukan saya mengajak kita semua untuk bersatu kita semua bersahabat untuk memikul beban tugas dari negara ini yang cukup besar akan menghadapi tantangan dari dalam mau pun dari luar semoga segala upaya dan pemikiran yang kita sumbangkan ini dapat menjadi manfaat di bangsa dan negara serta menjadi amal ibadah kita sekalian hadapan tuhan yang maha besar hadirin yang saya hormati mengakhiri pendapat akhir pemerintah izinkan saya menteri pertahanan mau wakii pemerintah republik indonesia menyampaikan prinsip jati diri tni adalah tentara rakyat tentara pejuang tentara profesional kami tidak akan pernah mengecewakan rakyat indonesia di dalam menjaga kedaulatan negara kesatuan republik indonesia wa billahi taufik wa lakidaya wa salam alaikum warga matulahi wa wabarakatuh om shanti om atas nama pemerintah republik indonesia tentara pertahanan saya sendiri tentara pemerintah terima kasih kami sampaikan kepada menteri pertahanan republik indonesia yang telah menyampaikan pendapat akhir mau wakii presiden selanjutnya kami akan menanyakan kembali kepada seluruh peserta sidang yang terhormat apakah rancangan kami akan menanyakan kembali kepada seluruh peserta sidang yang terhormat apakah rancangan undangundang tentang perubahan atas undangundang nomor 34 tahun 2004 tentang tentara nasional indonesia dapat disetujui untuk disahkan menjadi undangundang terima kasih terima kasih sidang dewan yang terhormat melalui forum ini kami menyampaikan terima kasih dan penghargaan yang setinggitingginya kepada yang terhormat menteri hukum r.i. menteri keuangan r.i. menteri pertahanan r.i. menteri sekretaris negara r.i. atas segala peran serta dan kerja sama yang telah diberikan selama pembahasan rancangan undangundang tersebut perkenankan pula atas nama pimpinan dewan kami menyampaikan penghargaan dan terima kasih kepada pimpinan dan anggota komisi dpr yang telah menyelesaikan pembahasan rancangan undangundang dengan lancar yang terhormat para anggota dewan hadirin yang kami muliakan sebelum memasuki acara selanjutnya kepada menteri pertahanan r.i.m, menteri sekretaris negara r.i.;Rapat Paripurna DPR RI membahas Rancangan Undang-undang tentang perubahan atas Undang-undang nomor 34 Tahun 2004 tentang Tentara Nasional Indonesia. Menteri Pertahanan menyampaikan prinsip jati diri TNI sebagai tentara rakyat, pejuang, dan profesional. DPR RI menyetujui rancangan undang-undang tersebut.
Paripurna_Ke_15_Persidangan_II_2024_2025;serta jajaran kementerian hukum r.i. dan kementerian keuangan r.i. kami mempersilakan untuk meninggalkan ruang sidang pada para anggota dewan agar tetap di tempatnya masing-masing untuk mengikuti acara selanjutnya dengan ini rapat kami scores yang terhormat para anggota dewan hadirin yang kami muliakan dengan ini scores rapat kami cabut rapat partai purn dewan kita lanjutkan kembali berlaku saya sampaikan bahwa alhamdulillah hari ini sudah bertambah anggota yang hadir jadi total yang absen pada kesempatan ini menjadi 412 orang anggota kepada menteri pertahanan kementerian keuangan r.i.m 112 orang anggota terima kasih terima kasih terima kasih yang terhormat para anggota dewan hadirin yang kami muliakan marilah kita memasuki acara kedua rapat partai purn dewan hari ini yaitu pendapat fraksi-fraksi terhadap 10 ruu tentang kabupaten kota usul inisiatif komisi 2 dpr r.i. dan pengambilan keputusan menjadi ruu usul dpr r.i untuk keperluan tersebut sekretariat jenderal dpr r.i. telah menyampaikan daftar nama juru bicara masing-masing fraksi yang akan menyampaikan pendapat fraksinya sebagai berikut nama tolong di ditayangkan fraksi pdi perjuangan doktor hari muhammad giri ramanda kiemas dari fraksi golkar ahmad irawan dari fraksi gerindra insinyur hari ta khalid m.m dari fraksi nasdem fauzan khalid s-a-g-m-s-i dari fraksi eka widodo st dari fraksi pks hari rahmat saleh s. farm dari fraksi pan wahyuddinur ali dari fraksi demokrat doktor hinca ip pandjaitan adanya apa sih? 13 shmh aca cs selamat saya meminta persetujuan untuk menyingkat waktu jika disepakati pendapat fraksi-fraksi tersebut apakah bisa disampaikan secara tertulis kepada pimpinan dewan apakah dapat setuju setuju terima kasih karena kami persilakan kepada jurubicara fraksi untuk maju ke depan menyampaikan pendapat fraksinya secara langsung kepada pimpinan secara tertulis terima kasih terima kasih terima kasih terima kasih yang terhormat para anggota dewan hadirin yang kami muliakan marilah kita memasuki acara ketiga rapat partai purn dewan hari ini yaitu pend..;Rapat Paripurna Dewan dilanjutkan dengan pendapat fraksi-fraksi tentang 10 RUU tentang kabupaten dan kota. Sekretariat Jenderal Dewan telah menyampaikan daftar nama juru bicara masing-masing fraksi. Pimpinan Dewan meminta persetujuan untuk menerima pendapat fraksi-fraksi secara tertulis. Dewan menyetujui dengan 412 anggota hadir. Pimpinan Dewan mempersilakan juru bicara fraksi untuk menyampaikan pendapat fraksinya secara langsung kepada pimpinan.
Paripurna_Ke_15_Persidangan_II_2024_2025;oh ya maaf maaf maaf sidang dewan yang terhormat dengan demikian kedelapan fraksi telah menyampaikan pendapat fraksinya masing-masing kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat apakah 10 ru usul inisiatif komisi 2 dpr ri tentang kabupaten kota di provinsi gorontalo sulawesi tenggara dan sulawesi utara sebagai mana yang telah saya sebutkan pada awal rapat partai purn ini dapat disetujui menjadi ru usul dpr ri duuuuuuu si yang terhormat para anggota dewan hadirin yang kami muliakan memasuki acara ketiga rapat partai purn dewan hari ini yaitu pendapat fraksi-fraksi terhadap ru tentang perubahan ketiga atas undangundang nomor 18 tahun 2017 tentang perlindungan pekerja migran indonesia usul inisiatif badan legislasi dpr ri dilanjutkan dengan pengambilan keputusan menjadi ru usul dpr ri untuk keperluan tersebut kesek jenjang telah menyampaikan daftar namanya jurubicara masing-masing yang akan pendapat fraksinya dengan urutan secara bergiliran harap nama dapat dilampirkan ditayangkan yang pertama fraksi pdi perjuangan dokter anders hari mukhlis basri kedua fraksi gold card ahmad irawan ketiga fraksi gerindra insinyur sumail abdullah kepat, fraksi nasdem arif rahman kedenang, fraksi pkb aja hindun anisah ma kedenang, fraksi pks dokter gamal ketujuh, fraksi pan surat utama sip kedelapan fraksi demokrat wahiusan jasnya semm untuk menyingkat waktu apakah bisa disepakati pendapat fraksi fragti terbutih, sampaikan syara tertulis 7 terima kasih untuk itu kami persilakan kepada pembeberu bicara fragti untuk maju menyampaikan pendapat fraksinya secara tertulis kepada pimpinan terima kasih terima kasih terima kasih terima kasih sidang dewan yang terhormat dengan demikian kedelapan fraksi telah menyampaikan pendapat fraksi masing-masing kini tiba-saatnya kami menanyakan kepada sidang dewan apakah ruu tentang perubahan ketiga atas undangundang nomor 18 tahun 2017 tentang perlindungan pekerja migran indonesia serahkan kedelapan pertama sdn. dihendungan pekerja migran indonesia dapat disetujui menjadi ru usul dpr ri. terima kasih yang terhormat para anggota dewan hadirin kami mulia akan marilah kita memasuki acara terakhir rapat paripurna dewan hari ini yaitu laporan badan urusan rumah tangga dpr ri terhadap pembahasan rencana kerja dan anggaran dpr ri tahun 2026 dilanjutkan dengan pengambilan keputusan;Rapat Paripurna DPR RI menanyakan kesediaan anggota untuk menyetujui 10 RUU Usul Inisiatif Komisi 2 tentang kabupaten/kota di provinsi Gorontalo, Sulawesi Tenggara, dan Sulawesi Utara. Kedelapan fraksi telah menyampaikan pendapat fraksinya. Rapat Paripurna juga membahas RUU tentang perubahan ketiga atas Undang-Undang Nomor 18 tahun 2017 tentang perlindungan pekerja migran Indonesia.
Paripurna_Ke_15_Persidangan_II_2024_2025;berdasarkan pasal 102 ayat 3 peraturan dpr ri nomor 1 tahun 2020 tentang tata tertib yang menyatakan bahwa burt melaporkan hasil pembahasan rencana kerja dan anggaran sebagai mana dimaksud pada ayat 1 dalam rapat paripurna dpr untuk ditetapkan berkenaan dengan hal tersebut kami persilakan kepada pimpinan burt dpr ri yang terhormat saudara rizki aulia rahman natha kusumang untuk menyampaikan laporannya kami persilakan terima kasih terima kasih bismillahirrahmanirrahiim laporan badan urusan rumah tangga dpr ri dalam rapat paripurna dpr ri tentang rancangan usulan rancangan kerja dan anggaran dpr ri tahun 2026 assalamu alaikum warahmatullahi wabarakatuh shalom om swastiastu namo buddhaya salam kebajikan yang terhormat ibu ketua dan pimpinan serta anggota dpr ri serta hadirin yang kami muliakan pertama-tama marilah kita panjatkan puji syukur hadirat allah subhanahu wa ta ala tuhan yang masa yang telah memberikan kesehatan kepada kita sehingga tugas-tugas konstitusi yang diamanahkan kepada kita dapat dilaksanakan dengan baik kami juga menyampaikan selamat menunaikan ibadah puasa bagi yang melaksanakan semoga amal ibadah kita di bulan rodon ini diterima oleh allah subhanahu wa ta ala bapak-ibu pimpinan dan anggota dewan yang terhormat dpr ri adalah lembaga yang memiliki peran strategis khususnya di dalam pelaksanaan fungsi legislasi anggaran dan pengawasan serta diplomasi-parlemen. fungsi dan peran tersebut menjadi karakteristik utama dpr sebagai lembaga yang menjalankan prinsip-prinsip checks and balances di dalam relasi kelembagaan negara khususnya dengan pemerintah bersama jajaran kementerian dan lembaganya saat ini dpr ri berupaya untuk bertransformasi menjadi lembaga yang lebih demokratis dan akuntabel melalui upaya pengembangan dan perbaikan yang berkelanjutan dalam tata kelola dpr ri menuju ke arah yang lebih modern penguatan kinerja juga terus diupayakan oleh dpr ri periode 2024-2029 dengan melakukan modernisasi melalui pemanfaatan teknologi informasi agar lebih mudah dekat dengan rakyat dan antisipatif terhadap perkembangan jaminan upaya penguatan kinerja dpr yang berkesin namungan merupakan bentuk komitmen dpr ri dalam merepresentasikan kepentingan rakyat oleh karena itu dalam kurun waktu liar tahun ke depan program prioritas dpr ri periode 2024-2029 adalah menyelenggarakan fungsi dan peran dpr ri sebagai representasi rakyat yang modern aspiratif responsif dan akuntabel dalam rangka penguatan fondasi transformasi sosial ekonomi dan tata kelola menuju indonesia emas 2045;Rapat Paripurna DPR RI mendengarkan laporan BURT tentang rancangan usulan, rencana kerja, dan anggaran DPR RI tahun 2026. DPR RI berupaya bertransformasi menjadi lembaga yang lebih demokratis dan akuntabel. Program prioritas DPR RI periode 2024-2029 adalah menyelenggarakan fungsi dan peran DPR RI sebagai representasi rakyat yang modern, aspiratif, responsif, dan akuntabel.
Paripurna_Ke_15_Persidangan_II_2024_2025;untuk itu dpr ri periode 2024-2029 telah melakukan beberapa transformasi kebijakan di antaranya satu penambahan jumlah komisi menjadi 13 komisi dan pembentukan alat kelengkapan dewan baru yaitu badan aspirasi masyarakat kedua penguatan peran diplomasi dpr ri. ketiga peningkatan keterlibatan masyarakat yang berdampak meaningful participation dalam pelaksanaan fungsi legislasi sisi lain sekretariat jenderal dewan perwakilan rakyat republik indonesia sebagai unsur penunjang dpr ri dalam mendukung kelancaran pelaksanaan wawena dan tugas dpr ri setelah berkedudukan sebagai kesekretariatan lembaga agenda prioritas sedgen dpr kedelapan adalah optimalisasi layanan sekretariat jenderal dpr ri yang profesional dan handal untuk memperlancar pelaksanaan fungsi dan peran dpr ri yang berkualitas melalui dukungan persidangan administrasi dan keahlian selain itu tata kelola sedgen dpr ri yang akuntabel dan modern dalam memperlancar pelaksanaan fungsi dan peran dpr ri juga menjadi hal yang penting untuk diwujudkan hal ini tantangan menjadi tantangan tersendiri mengingat jumlah pegawai sedgen dpr ri saat ini sebanyak 236 pegawai dalam pelaksanaan peran dan tugasnya sedgen dpr ri telah menetapkan kebijakan umum dalam menyusun rencana kerjanya yaitu pertama pemenuhan sarana dan prasarana penunjang tugas dan fungsi dewan kedua modernisasi teknologi informasi ketiga peningkatan potensi dan kompetensi pegawai kepat, fasilitasi keterlibatan masyarakat yang berdampak meaningful participation dalam penguatan proses penyusunan rancangan undangundang bapak ebu pimpinan dan anggota dewan yang terhormat pokok-pokok kebijakan tersebutlah dibahas dalam rapat-rapat badan urusan rumah tangga bersama sekretariat jenderal dpr ri dan disusun ke dalam rencana kerja dan anggaran dpr ri tahun 2026 untuk itu kami berharap agar rancangan usulan rka dpr ri tahun 2026 tersebut dapat disetujui dan diterapkan dalam rapat paripurna hari ini dalam pelaksanaan tugas dan fungsinya dpr ri mendukung kebijakan efisiensi anggaran yang dirancang pemerintah dengan melakukan optimalisasi serta mengedepankan aspirasi masyarakat terima kasih terima kasih kepada pimpinan burtdpr ri yang telah menyampaikan laporannya sidang dewan yang kami hormati selanjutnya kami menanyakan kepada peserta sidang yang terhormat apakah laporan burtdpr ri atas hasil pembahasan rencana kerja dan anggaran dpr ri tahun 2026 kami berharap mengenai penyanyi dan penyanyi di dpr ri atas hasil pembahasan rencana kerja dan anggaran dpr ri tahun 2026 dapat disetujui terima kasih;Rapat Paripurna DPR RI membahas Rencana Kerja dan Anggaran DPR RI tahun 2026. Sekretariat Jenderal DPR RI menetapkan kebijakan umum, yaitu pemenuhan sarana dan prasarana, modernisasi teknologi informasi, dan peningkatan potensi pegawai. DPR RI mendukung kebijakan efisiensi anggaran pemerintah. Rancangan usulan RKA DPR RI tahun 2026 diharapkan disetujui.
Paripurna_Ke_15_Persidangan_II_2024_2025;terhadap persetujuan rapat paripurna dewan atas laporan pimpinan burtdpr ri tersebut akan di proses lebih lanjut sesuai dengan mekanisme yang berlaku sidang dewan yang kami hormati dengan demikian selesailah acara rapat paripurna dewan hari ini selaku pimpinan rapat kami menyampaikan ucapan terima kasih boleh interupsi sih, dong. ada interupsi sih, pak suka meminta silakan terima kasih bu ketua terima kasih pimpinan perkenankan anggota yang terhormat kita nga bangsa indonesia sedang melakukan konsolidasi kepemimpinan dan kemasyarakatan kita berdoa berharap mudah-mudahan dengan kepemimpinan bapak presiden prabowo ini indonesia akan segera berkonsolidasi dan berhasil membangun bangsa ini untuk menjadi bangsa yang maju dan kembali menjadi pemimpin yang dihormati dunia di tengah situasi ini dua hari yang lalu hari selasa pas pada waktu hari sahur israel mengkhianati gencatan senjata yang ada di gaza mengebom lebih dari 100 tempat dan membunuh lebih 400 orang mayoritas wanita dan anak-anak, melukai lebih dari 600 orang lebih 100 orang menjadi korban di tengah situasi orang sedang berpuasa gencatan senjata seperti ada kesengajaan untuk membunuh secara maksimal dan ini mendapatkan lampu hijau dari presiden negara besar di tengah situasi seluruh masyarakat dunia sedang berpersepsi bahwa perang sudah berakhir gencatan senjata sudah berlangsung kalau ini dibiarkan ini akan menjadi situasi yang sangat berbahaya bagi warga di gaza bagi kemanusiaan dan ini tentu pasti akan mencederai perdamaian dunia oleh karena itu kami berharap muda-mudahan kepemimpinan dpr bersama pemerintah kita terus berusaha mencari solusi kita mengajak masyarakat dunia para pemimpin dunia berbagai forum multilateral untuk mencegah israel melakukan pelanggaran gencatan senjata berikutnya dan muda-mudahan kemerdekaan bangsa palestina segera bisa tercapai terima kasih pimpinan terima kasih selanjutnya ibu rahayu terima kasih pimpinan assalamu alaikum warahmatullahi wabarakatuh shalom om swastiastu sukihotu, salam sudah telah bagi kita semua rahayu saraswati johi, hadiku, sumo, fraksi partai gerindra dapil jakarta iii a90. pertama-tama, izinkan kami menyampaikan apresiasi yang setinggitingginya kepada pemerintah republik indonesia yang telah berhasil memulangkan 554 warga negara indonesia korban tindak pidana perdagangan orang penipuan daring atau online scamming dari miawadi myanmar;Rapat Paripurna DPR RI mendengar laporan Pimpinan BURT DPR RI. Anggota DPR menyampaikan aspirasi tentang konsolidasi kepemimpinan dan kemasarakatan Indonesia. Anggota DPR juga menyampaikan kekhawatiran tentang pelanggaran gencatan senjata di Gaza oleh Israel. DPR RI mengapresiasi pemerintah yang berhasil memulangkan 554 WNI korban tindak pidana perdagangan orang.
Paripurna_Ke_15_Persidangan_II_2024_2025;kami apresiasi upaya yang telah dilakukan oleh kementerian koordinator bidang politik dan keamanan kementerian dua negeri dan juga kementerian p2mi atau perlindungan pekerja migran indonesia ini merupakan salah satu upaya yang sudah sangat lama diharapkan oleh masyarakat indonesia yang dimana mereka mendapatkan perlakuan sangat tidak baik di negara destinasi atau negara tersebut dan kami apresiasi namun kami masyarakat mendengar adanya juga upaya untuk atau keinginan dari pemerintah untuk membuka moratorium pengiriman pekerja migran indonesia sektor domestik ke arab saudi mengingat berbagai permasalahan yang dihadapi para pekerja migran indonesia di masa lalu di daerah regional tersebut perlu ada strategi mitigasi risiko dan langkah-langkah konkret yang memastikan perlindungan serta kesejahteraan dari pekerja migran indonesia kita maka izinkan kami menyampaikan beberapa masukan dari kami para pekerja sosial maupun juga aktivis nanti perdagangan orang kami berharap pemerintah dapat mewajibkan standarisasi kontrak kerja berbasis g2g atau bilateral dengan klausul perlindungan tenaga kerja termasuk batas jam kerja upah minimum hak libur dan jaminan kesehatan kami juga mengusulkan kepada pemerintah untuk dapat menegosiasikan agar pemerintah arab saudi dapat mereformasi sistem kafala bagi pekerja migran indonesia agar memiliki hak berpindah kerja dan juga menyusun mekanisme cepat dan terpadu untuk menangani kasus pelanggaran kontrak eksploitasi dan tindak kekerasan terhadap para pekerja migran indonesia termasuk hotline darurat yang mudah diakses perlu adanya juga disepakati standar harga yang diterapkan untuk mencakup pelatihan dan penempatan atau hutang yang selain ini memang diberlakukan bagi para pmi oleh agen-agen yang memberikan pelatihan atau beban finansial pelatihan di disubsidi sebisanya oleh pemerintah terakhir tentunya juga harus adanya mekanisme pelaporan online atau digitalisasi database pmi yang terpadu agar kita bisa memantau dengan baik itu adalah beberapa dari masukan rekomendasi yang dapat menjadi landasan dalam kebijakan pembukaan kembali pengiriman tenaga kerja migran domestik ke arab saudi terima kasih wassalaamu alaikum warahmatullahi wabarakatuh terima kasih selanjutnya pak selamat ariyadi wassalaamu alaikum warahmatullahi wabarakatuh pimpinan dan anggota di prri yang saya hormati selamat ariyadi 518 praksipan dapil jatim 11 madura yang pertama kami mewakili praksipan mengapresiasi kepada pemerintah yang terus mengawal dan menjaga stabilitas harga pangan menjelang hari raya;Anggota DPR menyampaikan aspirasi terkait pembukaan kembali pengiriman pekerja migran Indonesia sektor domestik ke Arab Saudi. Mereka mengusulkan standarisasi kontrak kerja berbasis G2G dengan perlindungan tenaga kerja. Mereka juga menyarankan reformasi sistem kawala dan mekanisme pelaporan online untuk melindungi pekerja migran.
